qid;univers;titre_fr;titre_en;sources;potentiel;accord;statut;langues_ecrites;ajoute;ecrit;publie;phrase;apercu
Q1029902;cosmos;"SS 433";"SS 433";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Ce système crache deux jets de matière à un quart de la vitesse de la lumière, qui tournoient comme un arroseur de jardin.";"SS 433 est un microquasar de notre galaxie situé dans la constellation de l'Aigle qui est unique en son genre."
Q618076;esprit;"Stimulation cérébrale profonde";"Deep brain stimulation";"phare";7;1;a-ecrire;"";2026-09-03;;;"Un fil bien placé arrête un tremblement en une seconde ; déplacé de deux millimètres, il déclenche un fou rire ou des larmes.";"La stimulation cérébrale profonde est un traitement médical invasif (neurochirurgical) consistant à implanter chirurgicalement dans le cerveau des électrodes, connectées à un boîtier mis en place sous la peau et qui délivre un courant électrique de faible intensité dans certaines structures spécifiq"
Q2358042;esprit;"Stubbins Ffirth";"Stubbins Ffirth";"insolite+phare";7;2;a-ecrire;"";2026-09-03;;;"Pour prouver que la fièvre jaune n'était pas contagieuse, il s'est badigeonné du vomi de malades : il avait tort et a survécu par chance.";"Stubbins Ffirth, né le 2 février 1782 et mort en 1820, est un étudiant en médecine, connu pour ses recherches peu conventionnelles autour des causes de la fièvre jaune."
Q2104071;cosmos;"SuitSat";"SuitSat";"phare";7;4;ecrit;"fr";2026-09-03;2026-09-07;;"Une vieille combinaison spatiale russe bourrée d'un émetteur a été jetée par-dessus bord et a parlé aux radioamateurs pendant deux semaines.";"SuitSat-1, aussi appelé RadioSkaf (en russe Радиоскаф), est un satellite artificiel original, mis en orbite autour de la Terre à partir de la Station spatiale internationale le 3 février 2006."
Q4188;cosmos;"Supernova superlumineuse";"Hypernova";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Une seule pourrait stériliser toute planète dans un rayon de plusieurs milliers d'années-lumière si son jet nous visait.";"A hypernova is a very energetic supernova which is believed to result from an extreme core collapse scenario. In this case, a massive star (>30 solar masses) collapses to form a rotating black hole emitting twin astrophysical jets and surrounded by an accretion disk."
Q778396;arts;"Surströmming";"Surströmming";"insolite+phare";7;3;a-ecrire;"";2026-09-03;;;"La boîte de hareng fermenté est si sous pression que plusieurs compagnies aériennes l'interdisent purement et simplement en soute.";"Le surströmming est une spécialité culinaire suédoise, à base de hareng de la Baltique qui a fermenté pendant plusieurs mois. Il se vend en conserve."
Q1751985;arts;"Syllabaire chypro-minoen";"Cypro-Minoan script";"phare";7;3;a-ecrire;"";2026-09-03;;;"Quelques centaines de signes gravés à Chypre à l'âge du bronze résistent encore aujourd'hui à toute tentative de lecture.";"Le « syllabaire chypro-minoen » ou cypro-minoen (abrégé en CM), ou « linéaire C », est un système d'écriture syllabique non encore déchiffré qui fut en usage sur l'île de Chypre à la fin de l'âge du bronze (vers 1550-1050 av."
Q234880;arts;"";"Symphony No. 45 (Haydn)";"insolite+phare";7;0;a-ecrire;"";2026-09-03;;;"Les musiciens soufflent leur bougie et quittent la scène un à un : une démission collective déguisée en finale.";"La Symphonie no 45 en fa # mineur (« les Adieux ») Hob. I: 45, est une symphonie du compositeur autrichien Joseph Haydn."
Q1195489;vivant;"Symplocarpus foetidus";"Symplocarpus foetidus";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Cette plante produit assez de chaleur pour maintenir vingt degrés dans son enveloppe et faire fondre la neige autour d'elle pendant deux semaines de février.";"Symplocarpus foetidus, commonly known as skunk cabbage or eastern skunk cabbage (also swamp cabbage, clumpfoot cabbage, or meadow cabbage, foetid pothos or polecat weed), is a low-growing plant that grows in wetlands and moist hill slopes of eastern North America."
Q16678435;vivant;"Syncytine";"";"phare";7;2;a-ecrire;"";2026-09-03;;;"Le placenta des mammifères fonctionne grâce à un gène volé à un virus il y a des dizaines de millions d'années.";"Les syncytines sont des protéines qui jouent un rôle important dans le développement du placenta et dont la présence a été mise en évidence chez les mammifères : primates, rongeurs, lagomorphes, carnivores et grands ruminants."
Q613809;esprit;"Syndrome de Kleine-Levin";"Kleine–Levin syndrome";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Des adolescents dorment vingt heures par jour pendant des semaines, se réveillent affamés et hébétés, puis redeviennent parfaitement normaux pendant des mois.";"Kleine–Levin syndrome (KLS) is a rare neurological disorder characterized by persistent episodic hypersomnia accompanied by cognitive and behavioral changes. These changes may include disinhibition (failure to inhibit actions or words), sometimes manifested through hypersexuality, hyperphagia or emotional lability, and other symptoms, such as derealization."
Q367929;esprit;"Syndrome de Klüver-Bucy";"Klüver–Bucy syndrome";"insolite+phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Léser certaines zones du lobe temporal supprime la peur et pousse à porter à la bouche absolument tout ce qui passe à portée.";"Le syndrome de Klüver-Bucy a été découvert expérimentalement dans les années 1930 par le psychologue Heinrich Klüver et le neurochirurgien Paul Bucy de l'université de Chicago."
Q856736;esprit;"Syndrome de l'accent étranger";"Foreign accent syndrome";"insolite+phare";7;1;publie;"fr";2026-09-03;;2026-09-05;"Après un AVC, des gens se réveillent en parlant leur langue maternelle avec ce que tout le monde prend pour un accent norvégien ou chinois.";"Foreign accent syndrome is an extremely rare medical condition in which patients develop speech patterns that are perceived as a foreign accent that is different from their native accent, without having acquired it in the perceived accent's place of origin."
Q143790;esprit;"Syndrome de la main étrangère";"Alien hand syndrome";"insolite+phare";7;0;publie;"fr";2026-09-03;;2026-09-05;"Une main qui agit contre la volonté de son propriétaire, et parfois contre l'autre main.";"Alien hand syndrome (AHS) or Dr. Strangelove syndrome or Alien Limb Syndrome is a category of conditions in which a person experiences their limbs acting seemingly on their own, without conscious control over the actions."
Q180242;esprit;"Syndrome de Stockholm";"Stockholm syndrome";"phare";7;1;a-ecrire;"";2026-09-03;;;"Le terme a été forgé par un psychiatre après un hold-up suédois, sans aucune étude, et les otages ont toujours contesté sa version.";"Le syndrome de Stockholm est un concept proposé pour expliquer l'attachement psychologique de victimes ou d'otages envers leurs bourreaux."
Q467265;esprit;"Syndrome du savant";"Savant syndrome";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Des personnes lourdement handicapées récitent des annuaires, rejouent un concerto après une seule écoute, ou donnent le jour de la semaine de n'importe quelle date.";"Savant syndrome ( SAV-ənt, sa-VAHNT, US also sə-VAHNT) is a phenomenon where someone demonstrates exceptional aptitude in one domain, such as art or mathematics, but with some form of social or intellectual impairment."
Q1124410;esprit;"Syndrome du voyageur";"Jerusalem syndrome";"insolite+phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Des touristes sans aucun antécédent psychiatrique se drapent dans des draps d'hôtel et se mettent à prêcher, puis redeviennent normaux une fois rentrés.";"Jerusalem syndrome is a group of mental phenomena involving the presence of religiously themed ideas or experiences that are triggered by a visit to the city of Jerusalem."
Q1773215;esprit;"Syndrome hypernycthéméral";"Non-24-hour sleep–wake disorder";"phare";7;2;a-ecrire;"";2026-09-03;;;"Chez certaines personnes aveugles, l'horloge interne tourne en vingt-quatre heures et demie et décale le sommeil un peu plus chaque jour.";"Le syndrome hypernycthéméral, également appelé syndrome libre-cours ou ""rythme différent de 24 heures"" est un trouble du sommeil faisant partie des troubles du rythme circadien."
Q3180958;histoire;"Système de Law";"";"phare";7;3;a-ecrire;"";2026-09-03;;;"Un Écossais a convaincu la France d'imprimer du papier-monnaie adossé à la Louisiane; en 1720 la rue Quincampoix s'est effondrée et le mot banque est resté suspect un siècle.";"Le système de Law — prononcé à l'époque /lɑs/ (« Lass ») —, imaginé par l'Écossais John Law, a été mis en place en France, sous la régence de Philippe d'Orléans, de 1716 à 1720, dans le but de liquider la dette laissée par Louis XIV."
Q586582;esprit;"Système nerveux entérique";"Enteric nervous system";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Votre intestin abrite des centaines de millions de neurones et continue de fonctionner même détaché de toute connexion avec le cerveau.";"The enteric nervous system (ENS) is one of the three divisions of the autonomic nervous system (ANS), the others being the sympathetic nervous system (SNS) and parasympathetic nervous system (PSNS)."
Q3501949;esprit;"";"Tachypsychia";"phare";7;0;a-ecrire;"";2026-09-03;;;"Dans un accident, tout ralentit — mais les expériences en chute libre montrent qu'on ne voit pas plus d'images, on en mémorise seulement davantage.";"La tachypsychie (du grec tachy = rapide et psyche = âme) est un symptôme psychopathologique caractérisé par une accélération anormale du rythme de la pensée créant un état de surexcitation."
Q736809;vivant;"Tahlequah";"Tahlequah, Oklahoma";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Cette orque a porté le cadavre de son nouveau-né à la surface pendant dix-sept jours et mille six cents kilomètres.";"Tahlequah ( TAL-ə-kwah; Cherokee: ᏓᎵᏆ, daligwa [dàlígʷá]) is a city in Cherokee County, Oklahoma located at the foothills of the Ozark Mountains."
Q9141;arts;"Taj Mahal";"Taj Mahal";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Pendant les guerres, on a dressé autour du dôme un échafaudage de bambou pour le faire passer, vu du ciel, pour un simple entrepôt.";"Le Taj Mahal (en devanagari ताजमहल, en persan تاج محل, qui signifie « la couronne du palais » — mais ce nom peut aussi être vu comme une corruption de Mumtaz Mahal) est situé à Agra, au bord de la rivière Yamuna, dans l'État de l'Uttar Pradesh, en Inde."
Q134730051;esprit;"";"Taxis of London";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Apprendre par cœur les 25 000 rues de Londres fait grossir, de façon mesurable, l'arrière de l'hippocampe des chauffeurs de taxi.";"Taxis are regulated throughout the United Kingdom, but the regulation of taxicabs in London is especially rigorous with regard to mechanical integrity and driver knowledge."
Q42798;arts;"Temple de Borobudur";"Borobudur";"phare";7;3;a-ecrire;"";2026-09-03;;;"Le plus grand temple bouddhiste du monde a disparu sous la cendre volcanique et la jungle pendant des siècles avant d'être redécouvert.";"Le temple de Borobudur (en indonésien : Candi Borobudur ; en javanais : Candhi Barabudhur) est une importante construction bouddhiste, bâtie aux VIIIe et IXe siècles à l'époque de la dynastie Sailendra dans le centre de l'île de Java en Indonésie."
Q113199155;cosmos;"Tension de Hubble";"Hubble tension";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Deux méthodes de mesure de l'expansion de l'univers donnent des résultats incompatibles, et l'écart grandit avec la précision.";"La tension de Hubble est la différence de mesure de la constante de Hubble qui apparaît entre la méthode directe (en mesurant directement les distances) et la méthode utilisant le fond diffus cosmologique."
Q618856;arts;"Tenture de l'Apocalypse";"Apocalypse Tapestry";"phare";7;0;a-ecrire;"";2026-09-03;;;"Cette tapisserie de cent quatre mètres a fini découpée en tapis et en paillassons avant qu'on la rachète et la recouse.";"La tenture de l'Apocalypse (ou les tapisseries de l'Apocalypse, ou encore l'Apocalypse d'Angers) est une représentation de l'Apocalypse de Jean de Patmos réalisée à la fin du XIVe siècle sur commande du duc Louis Ier d'Anjou."
Q1059391;esprit;"Test de Sally et Anne";"Sally–Anne test";"phare";7;0;a-ecrire;"";2026-09-03;;;"Avant quatre ans, un enfant ne peut pas imaginer qu'un autre croie une chose fausse : il vous répond ce que lui sait.";"Le Test de Sally et Anne (en anglais : Sally–Anne test) est un test psychologique utilisé en psychologie du développement pour évaluer en cognition sociale les aptitudes d'une personne à comprendre qu'autrui possède des états mentaux différents des siens (notion en anglais de : « false belief »)."
Q2289754;arts;"";"The Lady and the Unicorn";"phare";7;0;a-ecrire;"";2026-09-03;;;"Les six tentures pourrissaient dans un château humide, rongées par les rats, quand Mérimée les a fait sauver.";"La tenture dite de La Dame à la licorne est une composition de six tapisseries du début du XVIe siècle. Chef-d'œuvre des débuts de la Renaissance française, elle est conservée au musée national du Moyen Âge - Thermes et hôtel de Cluny, à Paris."
Q1550933;arts;"The Landlord's Game";"";"phare";7;0;a-ecrire;"";2026-09-03;;;"Le Monopoly a été inventé par une femme pour dénoncer l'accaparement des terres ; l'homme qui l'a revendu a prétendu l'avoir créé seul.";"The Landlord's Game (que l'on peut traduire par Jeu du propriétaire foncier) est un jeu de société sur les biens immobiliers et l'impôt. Protégé par brevet une première fois en 1904 par Elizabeth Magie, c'est le premier jeu de ce type breveté aux États-Unis."
Q1416664;sciences;"Théière de l'Utah";"Utah teapot";"insolite+phare";7;4;a-ecrire;"";2026-09-03;;;"Une théière achetée dans un magasin de Salt Lake City est devenue l'objet de référence de toute l'imagerie de synthèse mondiale.";"La théière de l'Utah (anglais : Utah teapot ou Newell teapot) est un modèle utilisé dans la synthèse d'image 3D qui est devenu un objet standard de référence dans la communauté de la synthèse d'image."
Q848092;sciences;"Théorème de Borsuk-Ulam";"Borsuk–Ulam theorem";"phare";7;0;a-ecrire;"";2026-09-03;;;"À chaque instant, il existe sur Terre deux points diamétralement opposés ayant exactement la même température et la même pression.";"En mathématiques, le théorème de Borsuk-Ulam est un résultat de topologie algébrique."
Q1149185;sciences;"Théorème de Goodstein";"Goodstein's theorem";"phare";7;1;a-ecrire;"";2026-09-03;;;"Une suite d'entiers grimpe de façon vertigineuse puis retombe toujours à zéro, ce qui est indémontrable dans l'arithmétique ordinaire.";"En mathématiques, et plus précisément en logique mathématique, le théorème de Goodstein est un énoncé arithmétique portant sur des suites, dites suites de Goodstein."
