n;univers;univers_nom;titre;pourquoi;refuser
2275;vivant;"Le Vivant";"Dionée attrape-mouche";"Elle compte : un contact ne fait rien, deux referment le piège, cinq déclenchent la digestion, et elle garde ce décompte en mémoire une trentaine de secondes.";
2276;vivant;"Le Vivant";"Dolania americana";"La femelle adulte de cette éphémère vit moins de cinq minutes : elle mue, s'accouple et pond dans le temps qu'il faut pour lire cette phrase cent fois.";
2277;vivant;"Le Vivant";"Dolly";"Née d'une cellule de mamelle congelée, elle prouve qu'une cellule adulte spécialisée peut redevenir un embryon entier.";
2278;vivant;"Le Vivant";"Dracunculus medinensis";"Ce ver d'un mètre sort lentement de la jambe par une cloque, et on l'extrait depuis l'Antiquité en l'enroulant sur un bâtonnet, quelques centimètres par jour.";
2279;vivant;"Le Vivant";"Dragon de Komodo";"Des femelles isolées dans des zoos européens ont pondu des œufs fécondés sans avoir jamais vu de mâle, et tous les petits nés étaient des mâles.";
2280;vivant;"Le Vivant";"Drosera glanduligera";"Ses tentacules extérieurs catapultent la proie vers le centre de la feuille en soixante-quinze millisecondes, mouvement à usage unique.";
2281;vivant;"Le Vivant";"Drosophila bifurca";"Cette mouche de trois millimètres produit des spermatozoïdes de près de six centimètres, enroulés en pelote.";
2282;vivant;"Le Vivant";"Dryococelus australis";"Vingt-quatre survivants de ce phasme géant ont été retrouvés sous un unique buisson, sur un piton rocheux vertical, quatre-vingts ans après leur extinction supposée.";
2283;vivant;"Le Vivant";"Eciton burchellii";"Ces fourmis légionnaires bâtissent avec leurs propres corps des ponts vivants qui se déplacent tout seuls pour raccourcir le trajet de la colonne.";
2284;vivant;"Le Vivant";"Elusor macrurus";"Cette tortue australienne tire jusqu'à soixante-dix pour cent de son oxygène par le cloaque et porte souvent une chevelure d'algues vertes.";
2285;vivant;"Le Vivant";"Elysia chlorotica";"Cette limace de mer arrache les chloroplastes de ses algues, les garde vivants dans sa peau et vit ensuite des mois de photosynthèse, comme une feuille qui rampe.";
2286;vivant;"Le Vivant";"Encephalartos woodii";"Il n'existe qu'un seul individu de cette plante, un mâle prélevé en 1895 et cloné partout : aucune femelle n'a jamais été trouvée.";
2287;vivant;"Le Vivant";"Entomophthora muscae";"La mouche infectée grimpe en hauteur, déploie ses ailes et meurt dans une posture d'invitation sexuelle, si convaincante que les mâles s'accouplent avec le cadavre.";
2288;vivant;"Le Vivant";"Eunice aphroditois";"Ce ver de trois mètres attend enfoui, cinq antennes dehors, et referme ses mâchoires si vite qu'il coupe parfois un poisson en deux.";
2289;vivant;"Le Vivant";"Euprymna scolopes";"Ce petit calmar cultive des bactéries lumineuses dans un organe dédié et règle leur éclat pour effacer son ombre sous la lune, puis en expulse la moitié chaque matin.";
2290;vivant;"Le Vivant";"Expérience d'évolution à long terme d'Escherichia coli";"Douze populations identiques sont cultivées depuis 1988 ; après trente et un mille générations, une seule a inventé la capacité de digérer le citrate.";
2291;vivant;"Le Vivant";"Frégate";"Cet oiseau reste jusqu'à deux mois en l'air sans se poser, dort quelques secondes à la fois en planant, et se noierait s'il tombait à l'eau.";
2292;vivant;"Le Vivant";"Furcifer labordi";"Ce caméléon passe les deux tiers de son existence dans l'œuf et ne vit ensuite que quatre ou cinq mois, record de brièveté chez les vertébrés.";
2293;vivant;"Le Vivant";"Geogemma barossii";"Cette archée des sources hydrothermales se reproduit encore à cent vingt et un degrés, température utilisée pour stériliser le matériel médical.";
2294;vivant;"Le Vivant";"Georges le solitaire";"Dernier de sa sous-espèce, il a refusé pendant quarante ans toutes les femelles qu'on lui présentait et l'a emportée avec lui en 2012.";
2295;vivant;"Le Vivant";"Ginkgo biloba";"Six de ces arbres poussaient à moins de deux kilomètres de l'explosion d'Hiroshima : ils ont bourgeonné dès le printemps suivant et sont toujours debout.";
2296;vivant;"Le Vivant";"Girafe";"Son nerf laryngé descend jusqu'au cœur avant de remonter au larynx, soit un détour de plus de quatre mètres pour vingt centimètres utiles.";
2297;vivant;"Le Vivant";"Glaucus atlanticus";"Ce petit mollusque bleu mange la physalie, stocke ses cellules urticantes intactes dans ses propres appendices et devient plus venimeux que sa proie.";
2298;vivant;"Le Vivant";"Glyptapanteles";"Les chenilles vidées par ces guêpes ne meurent pas : elles montent la garde devant les cocons de leurs bourreaux et frappent les prédateurs qui approchent.";
2299;vivant;"Le Vivant";"Grand dauphin";"Chaque individu invente dans sa jeunesse un sifflement unique qui lui sert de nom propre, et les autres l'utilisent pour l'appeler.";
2300;vivant;"Le Vivant";"Grand indicateur";"Cet oiseau sauvage répond à un cri précis des chasseurs de miel africains, les guide jusqu'à la ruche, attend qu'ils l'ouvrent et prend la cire en salaire.";
2301;vivant;"Le Vivant";"Grand pingouin";"Les deux derniers couvaient un œuf unique quand des pêcheurs les ont étranglés en 1844 pour le compte d'un collectionneur.";
2302;vivant;"Le Vivant";"Graneledone boreopacifica";"Une pieuvre observée au fond du Pacifique a couvé ses œufs pendant cinquante-trois mois sans jamais manger, puis est morte à leur éclosion.";
2303;vivant;"Le Vivant";"Grenouille de verre";"En dormant, elle range 89 % de ses globules rouges dans son foie et devient presque invisible, un tour qui la tuerait par thrombose chez n'importe quel autre animal.";
2304;vivant;"Le Vivant";"Grenouille des bois";"Elle laisse geler les deux tiers de l'eau de son corps, son cœur s'arrête, elle ne respire plus pendant des semaines, puis elle repart au printemps.";
2305;vivant;"Le Vivant";"Grolar";"Le réchauffement fait remonter les grizzlys vers le nord et des hybrides fertiles avec l'ours blanc sont désormais abattus par des chasseurs inuits.";
2306;vivant;"Le Vivant";"Gypaète barbu";"Il se nourrit à quatre-vingts pour cent d'os, qu'il lâche sur les rochers pour les briser, et se teint volontairement le plumage en rouge dans la boue ferrugineuse.";
2307;vivant;"Le Vivant";"Hachikō";"Ce chien est revenu attendre son maître à la même gare, tous les soirs, pendant neuf ans après la mort de celui-ci.";
2308;vivant;"Le Vivant";"Halicephalobus mephisto";"Ce ver d'un demi-millimètre a été trouvé vivant à 3,6 kilomètres sous terre, dans une eau chaude isolée de la surface depuis des milliers d'années.";
2309;vivant;"Le Vivant";"Hallucigenia";"Reconstituée pendant quinze ans à l'envers et à contresens, elle marchait sur ce qu'on avait pris pour son dos, et sa tête était sa queue.";
2310;vivant;"Le Vivant";"Hapalochlaena";"Cette pieuvre de la taille d'une balle de golf porte assez de neurotoxine pour tuer une vingtaine d'adultes, et sa morsure est indolore.";
2311;vivant;"Le Vivant";"HeLa";"Prélevées sans consentement en 1951, ces cellules se multiplient encore ; leur masse cumulée dépasse largement celle de la femme dont elles proviennent.";
2312;vivant;"Le Vivant";"Helicobacter pylori";"Pour prouver que l'ulcère était infectieux et non nerveux, un médecin australien a bu un bouillon de cette bactérie et est tombé malade en cinq jours.";
2313;vivant;"Le Vivant";"Helicodiceros muscivorus";"Cette fleur imite une carcasse en putréfaction, chauffe jusqu'à quinze degrés au-dessus de l'air ambiant et enferme les mouches une nuit dans son tube poilu.";
2314;vivant;"Le Vivant";"Helicoprion";"Cet animal portait une spirale de dents enroulée comme une scie circulaire, et il a fallu un siècle pour comprendre où elle se plaçait.";
2315;vivant;"Le Vivant";"Hemeroplanes triptolemus";"Dérangée, cette chenille retourne et gonfle son avant-corps pour devenir une tête de serpent avec des écailles et des yeux peints.";
2316;vivant;"Le Vivant";"Henneguya salminicola";"Ce parasite du saumon est le premier animal connu à avoir perdu ses mitochondries : il vit entièrement sans respirer l'oxygène.";
2317;vivant;"Le Vivant";"Hippomane mancinella";"Sa sève brûle la peau, sa fumée aveugle, et s'abriter sous ses branches pendant la pluie suffit à provoquer des cloques.";
2318;vivant;"Le Vivant";"Hoazin huppé";"Ses poussins ont des griffes aux ailes pour grimper, et l'adulte fermente les feuilles dans un jabot élargi, ce qui lui donne une odeur de bouse.";
2319;vivant;"Le Vivant";"Holothurie";"Menacée, elle expulse ses propres organes internes par l'anus vers l'agresseur, puis les reconstitue en quelques semaines.";
2320;vivant;"Le Vivant";"Hvaldimir";"Ce béluga est apparu en Norvège harnaché d'un support de caméra estampillé « Equipment St. Petersburg », et savait rapporter des objets sur commande.";
2321;vivant;"Le Vivant";"Hydnellum peckii";"Ce champignon suinte des gouttes rouge sang à la surface de sa chair blanche, comme une éponge de dentiste abandonnée dans la mousse.";
2322;vivant;"Le Vivant";"Hydnora africana";"Cette plante sans feuilles ni chlorophylle vit entièrement sous terre et n'en sort qu'une fleur charnue qui pue la charogne pour piéger les bousiers.";
2323;vivant;"Le Vivant";"Hydre (genre)";"Ses cellules se renouvellent si complètement qu'on n'observe chez elle aucune augmentation de la mortalité avec l'âge : elle semble ne pas vieillir.";
2324;vivant;"Le Vivant";"Hymenoepimecis argyraphaga";"La larve de cette guêpe injecte à l'araignée une substance qui lui fait tisser une toile jamais vue, un berceau blindé pour sa nymphose.";
2325;vivant;"Le Vivant";"Hyperion";"Cet arbre culmine à cent seize mètres, et sa localisation est tenue secrète sous peine de six mois de prison.";
2326;vivant;"Le Vivant";"Ideonella sakaiensis";"Découverte dans une décharge japonaise, cette bactérie digère le plastique PET et peut faire disparaître un film fin en six semaines.";
2327;vivant;"Le Vivant";"Inky";"Ce poulpe a soulevé le couvercle de son bac la nuit, traversé le sol de l'aquarium et plongé dans un tuyau d'évacuation vers l'océan.";
2328;vivant;"Le Vivant";"Isistius brasiliensis";"Ce requin de cinquante centimètres découpe dans les baleines, les thons et parfois les sous-marins des bouchons de chair parfaitement ronds, et repart.";
2329;vivant;"Le Vivant";"Issus coleoptratus";"La larve de cet insecte possède de véritables engrenages dentés qui synchronisent ses deux pattes au tiers de microseconde près lors du saut.";
2330;vivant;"Le Vivant";"Jonathan";"Cette tortue née vers 1832 broute encore la pelouse du gouverneur de Sainte-Hélène, aveugle et sans odorat, mais parfaitement vigoureuse.";
2331;vivant;"Le Vivant";"Kangourou roux";"Une femelle peut porter un embryon en pause, allaiter un nouveau-né et un grand jeune en même temps, en produisant deux laits de compositions différentes dans deux mamelles voisines.";
2332;vivant;"Le Vivant";"Kanzi";"Ce bonobo a appris le langage symbolique par-dessus l'épaule de sa mère, qui, elle, n'y arrivait pas, et taillait ses propres outils de pierre.";
2333;vivant;"Le Vivant";"Koko";"Cette gorille maîtrisait un millier de signes et a demandé, puis pleuré, un chaton qu'elle avait elle-même baptisé All Ball.";
2334;vivant;"Le Vivant";"Kryptolebias marmoratus";"Ce poisson est le seul vertébré à se féconder lui-même : il porte les deux sexes, produit des lignées de clones et survit des semaines hors de l'eau dans du bois pourri.";
2335;vivant;"Le Vivant";"Kākāpō";"Ce perroquet de quatre kilos ne vole pas, sent le miel, se reproduit selon la fructification d'un arbre et compte environ deux cents individus nommés un à un.";
2336;vivant;"Le Vivant";"Labroides dimidiatus";"Ce petit poisson nettoyeur, marqué d'une tache colorée, va se frotter contre le fond en la regardant dans un miroir, comme s'il se reconnaissait.";
2337;vivant;"Le Vivant";"Lampsilis";"Cette moule d'eau douce agite un appendice qui imite parfaitement un petit poisson ; quand le prédateur mord, elle lui projette ses larves dans les branchies.";
2338;vivant;"Le Vivant";"Laonastes aenigmamus";"Trouvé sur un marché laotien, ce rongeur s'est révélé appartenir à une famille que l'on croyait éteinte depuis onze millions d'années.";
2339;vivant;"Le Vivant";"Latimeria chalumnae";"Ce poisson supposé disparu depuis soixante-six millions d'années a été trouvé en 1938 sur l'étal d'un chalutier sud-africain.";
2340;vivant;"Le Vivant";"Leipoa ocellata";"Ce mégapode entretient un tas de compost comme un incubateur, y plonge le bec pour en mesurer la température et ajoute ou retire du sable au degré près.";
2341;vivant;"Le Vivant";"Leucochloridium paradoxum";"Ce ver s'installe dans les tentacules d'un escargot, les transforme en chenilles vertes pulsantes, et pousse l'animal aveuglé vers la lumière pour être mangé.";
2342;vivant;"Le Vivant";"Limulus polyphemus";"Son sang bleu détecte la moindre trace de bactérie, et l'industrie pharmaceutique en prélève chaque année sur des centaines de milliers d'individus.";
2343;vivant;"Le Vivant";"Lineus longissimus";"Un spécimen échoué en Écosse mesurait plus de cinquante mètres, ce qui en fait peut-être le plus long animal du monde.";
2344;vivant;"Le Vivant";"Lithops";"Ces plantes se déguisent en cailloux, avec deux feuilles enterrées et une fenêtre translucide au sommet pour laisser entrer la lumière.";
2345;vivant;"Le Vivant";"Loa loa";"Ce ver de sept centimètres se déplace sous la peau et traverse parfois le blanc de l'œil, visible en train de ramper.";
2346;vivant;"Le Vivant";"Lodoicea maldivica";"Sa graine pèse jusqu'à vingt-cinq kilos, met sept ans à mûrir, et on a longtemps cru qu'elle poussait au fond de la mer.";
2347;vivant;"Le Vivant";"Lomatia tasmanica";"Ce buisson tasmanien est stérile et se clone depuis environ quarante-trois mille ans : tous les individus vivants sont le même organisme.";
